#assembly_accession	genome_size	thermo_class	IR Counts	IR Density
GCF_000009025.1	1395502	Mesophiles	126	90.2900891578801
GCF_008386315.1	3420275	Mesophiles	320	93.55972838441353
GCF_000021485.1	2982397	Mesophiles	121	40.57139274214667
GCA_036347755.1	4270664	Mesophiles	744	174.21178533361558
GCA_030285985.1	3097386	Mesophiles	200	64.57057660879205
GCA_028540725.1	2944408	Mesophiles	551	187.13439170115012
GCF_019095205.1	5624156	Mesophiles	594	105.61584707109832
GCF_024734255.1	5377884	Mesophiles	657	122.1670084367755
GCF_021282525.2	6349992	Mesophiles	661	104.09461933180388
GCF_007814725.1	2281220	Mesophiles	330	144.65943661724867
GCF_000024765.1	2582886	Mesophiles	128	49.55696844537467
GCF_000833045.1	5846781	Mesophiles	1594	272.62864813989097
GCA_016855485.1	2471562	Mesophiles	236	95.48617433024137
GCF_017086545.1	5608820	Mesophiles	1412	251.74635663116305
GCF_000236705.1	4000057	Mesophiles	239	59.74914857463281
GCF_024138695.1	4103832	Mesophiles	681	165.9424654810431
GCF_000835165.1	2729219	Mesophiles	254	93.06691767864726
GCF_004214795.1	2657991	Mesophiles	412	155.00428707245433
GCF_002813875.1	5947010	Mesophiles	1567	263.4937556856303
GCF_000024425.1	3097457	Thermophiles	153	49.39535883791123
GCF_002209265.1	2639175	Mesophiles	348	131.85938787689335
GCA_036700015.1	4278682	Mesophiles	517	120.83160188114003
GCF_025558285.1	2722604	Mesophiles	208	76.397448912879
GCF_001267195.1	2272143	Mesophiles	261	114.8695306589418
GCF_003074715.2	3787035	Mesophiles	489	129.1247638323913
GCF_013366575.2	5234636	Mesophiles	628	119.97013736962799
GCF_033100295.1	5563306	Mesophiles	672	120.79148621341339
GCA_029953515.1	3754982	Mesophiles	615	163.78240960942023
GCF_010977575.1	4753299	Mesophiles	505	106.2420016077255
GCA_009936195.2	3794970	Mesophiles	556	146.50972207948942
GCF_003665395.1	4350274	Mesophiles	797	183.20685087881822
GCF_007970465.1	3173955	Mesophiles	248	78.13595340828714
GCF_900659885.1	3212703	Mesophiles	227	70.65701373578572
GCA_023822165.1	2669722	Mesophiles	422	158.0688925663421
GCF_900217235.1	4217908	Mesophiles	460	109.05880355854134
GCF_020162295.1	2432066	Mesophiles	545	224.08931336567346
GCF_000305935.1	2939057	Thermophiles	157	53.41849443546008
GCF_000178835.2	4714237	Mesophiles	572	121.33458712406694
GCF_013331815.1	5297305	Mesophiles	1483	279.9536745571569
GCF_019469265.1	2188116	Mesophiles	264	120.65173875608058
GCF_002237555.1	5331190	Mesophiles	362	67.90228823208327
GCF_000092965.1	2306092	Thermophiles	281	121.8511663888518
GCF_019968845.1	5191848	Mesophiles	683	131.55238751211516
GCF_018135545.1	3435257	Mesophiles	812	236.3724169690943
GCF_023521635.1	4145939	Mesophiles	728	175.59351452107714
GCF_000238395.3	4721971	Psychrophiles	719	152.26692412977548
GCF_001700735.1	3792999	Mesophiles	645	170.05013710786636
GCF_014844395.1	3221300	Mesophiles	444	137.8325520752491
GCF_032145515.1	5638441	Mesophiles	1524	270.28747840050113
GCF_008369765.1	2045304	Mesophiles	83	40.5807645220466
GCF_000832405.1	5448107	Mesophiles	1505	276.24273899172687
GCF_017348855.1	6398286	Mesophiles	653	102.05858256414297
GCF_017743035.1	5604518	Mesophiles	688	122.75810337302869
GCF_003691405.1	2572660	Mesophiles	310	120.49785047382865
GCF_014489335.1	2537458	Mesophiles	258	101.67655976965924
GCF_021496035.1	2590689	Mesophiles	277	106.92136339020237
GCF_000021285.1	2016657	Thermophiles	309	153.22387495741714
GCF_024172385.1	2654556	Mesophiles	272	102.46534637054181
GCF_001940525.2	4238255	Mesophiles	271	63.94140984910063
GCF_000189775.2	2534358	Thermophiles	274	108.1141654020466
GCF_021545865.1	4236788	Mesophiles	612	144.4490496102236
GCF_030435855.1	2490837	Mesophiles	242	97.15609652498337
GCF_000493735.1	2497115	Mesophiles	393	157.3816183876193
GCF_009739965.1	5856577	Mesophiles	1512	258.17128332812837
GCF_025147485.1	4629452	Mesophiles	266	57.45820455639242
GCF_020091405.1	6935738	Mesophiles	388	55.94213622256204
GCF_018884185.1	5993925	Mesophiles	1618	269.9399808973252
GCF_030169715.1	6485805	Mesophiles	458	70.61575240081994
GCF_963668055.1	5066414	Mesophiles	343	67.70074455028744
GCF_015708675.1	4930410	Mesophiles	642	130.2122947178835
GCF_002222635.1	5121602	Mesophiles	235	45.88408080128054
GCF_002442515.1	2603084	Mesophiles	267	102.57064312945721
GCF_017909295.1	4300084	Mesophiles	967	224.87932793871005
GCF_013170785.1	7201057	Mesophiles	627	87.070550892737
GCF_019329625.1	2648277	Mesophiles	262	98.93224915671586
GCF_020905935.1	4798051	Mesophiles	229	47.72771277337402
GCF_016801755.1	4046066	Mesophiles	199	49.18357733165994
GCF_022811845.1	5689465	Mesophiles	1391	244.48695967019745
GCF_002215075.1	6437015	Mesophiles	364	56.547949631933434
GCF_000239195.1	5288498	Mesophiles	1462	276.44900310069136
GCF_027558275.1	4062891	Mesophiles	459	112.973742096453
GCF_000755845.1	5647769	Mesophiles	1154	204.32847023311328
GCA_025757705.1	2870332	Mesophiles	208	72.46548482893269
GCF_004777465.1	3558816	Mesophiles	310	87.10762231034141
GCF_002951505.1	2273112	Mesophiles	339	149.13475446876353
GCF_003574835.2	5506152	Thermophiles	970	176.16658602959018
GCF_000227705.2	4355525	Thermophiles	411	94.36290688263757
GCF_001028645.1	2503265	Mesophiles	291	116.24817987708053
GCF_001941905.1	5340399	Mesophiles	1468	274.88582781923225
GCF_020097415.1	5162579	Mesophiles	626	121.25722434465409
GCF_000185805.1	1759526	Thermophiles	105	59.67516251535925
GCF_000175575.2	2987045	Thermophiles	105	35.15179717747807
GCF_001277915.1	5398511	Mesophiles	1512	280.07722870250706
GCF_025139955.1	4374948	Mesophiles	479	109.4870156170999
GCA_002243605.1	3499511	Thermophiles	410	117.15922596042704
GCF_000827065.1	4195102	Mesophiles	741	176.6345609713423
GCA_029972295.1	7501784	Mesophiles	726	96.77697998236152
GCF_013146705.1	6872701	Mesophiles	1788	260.1597246846618
GCF_002763595.1	2222370	Mesophiles	259	116.54224994037897
GCF_000015505.1	5366143	Mesophiles	420	78.2685068213799
GCF_009730675.1	2836981	Psychrophiles	397	139.9374898880183
GCF_021655195.1	5788193	Mesophiles	1497	258.6299385663194
GCF_001442805.1	6056618	Mesophiles	1046	172.7036441789791
GCF_004119715.1	4143632	Mesophiles	731	176.41528012140074
GCF_003966655.1	2921399	Mesophiles	116	39.70700339118347
GCF_001941825.1	7523017	Mesophiles	609	80.95156504365204
GCF_032762665.1	1862087	Mesophiles	202	108.48043082841994
GCF_003665195.1	4202955	Mesophiles	777	184.86993079868807
GCF_013377595.2	5234651	Mesophiles	628	119.96979359273426
GCF_028541565.1	3853702	Mesophiles	700	181.64352095725098
GCF_002005165.1	3629225	Thermophiles	203	55.934807018027264
GCF_000012865.1	2401520	Thermophiles	259	107.84836270362104
GCF_026684275.1	5614171	Mesophiles	651	115.95656776396729
GCF_001399775.1	2338641	Thermophiles	325	138.96959815550997
GCF_000978555.1	1869610	Hyperthermophiles	113	60.44041270639331
GCF_001305675.1	4428727	Mesophiles	490	110.64127456941915
GCF_003203455.1	3663932	Mesophiles	937	255.7361872436497
GCF_016128195.1	6597255	Mesophiles	638	96.70688794051465
GCF_021391575.1	6505209	Mesophiles	652	100.22737163402437
GCF_023373565.1	5760537	Mesophiles	688	119.43330977650174
GCF_022870885.1	2679563	Mesophiles	702	261.9830173800728
GCF_025150745.1	2856089	Mesophiles	227	79.47931594568657
GCF_023066175.1	2866140	Psychrophiles	404	140.95612914930882
GCA_963664895.1	4084750	Mesophiles	343	83.9708672501377
GCF_034258595.1	4215739	Mesophiles	746	176.9559263512281
GCF_009362255.1	3358580	Mesophiles	596	177.45594864496306
GCA_029536975.1	4292335	Mesophiles	758	176.5938585874588
GCF_014126615.1	5043386	Mesophiles	425	84.2687829168737
GCF_016903555.1	2509593	Mesophiles	261	104.00092764045803
GCF_001687805.1	4802851	Mesophiles	801	166.77594203942616
GCF_016767855.1	3741767	Mesophiles	625	167.03338289102447
GCF_024760225.1	6433329	Mesophiles	351	54.5596222422326
GCF_009301415.1	4228383	Mesophiles	229	54.15781872171939
GCF_001507665.1	3264334	Mesophiles	249	76.27895919964072
GCF_002888685.1	4237605	Mesophiles	313	73.86247656400255
GCF_018449025.1	4839169	Mesophiles	423	87.41170229847314
GCF_030644245.1	2497780	Mesophiles	234	93.68319067331791
GCF_008728855.1	5894118	Mesophiles	541	91.78642164951567
GCF_030687455.1	6098551	Mesophiles	472	77.39543376779173
GCF_000940805.1	6475959	Mesophiles	405	62.539000015287314
GCF_032928595.1	3887085	Mesophiles	666	171.33661857150022
GCF_001854185.1	4586755	Mesophiles	610	132.99162479792358
GCF_014844535.1	3221305	Mesophiles	444	137.83233813625225
GCF_000093025.1	3059871	Psychrophiles	293	95.75567074559679
GCF_002157225.2	7113812	Mesophiles	573	80.54753204048687
GCF_000737405.1	4057487	Mesophiles	726	178.9284845521378
GCF_030060825.1	4009955	Mesophiles	522	130.17602441922665
GCF_000067165.1	13033779	Mesophiles	1434	110.02181332060333
GCF_002197485.1	2830124	Thermophiles	421	148.75673292053634
GCF_003181175.1	5514898	Mesophiles	653	118.40654169850467
GCF_001077815.2	3226359	Mesophiles	105	32.54442546536204
GCF_003355475.1	3720646	Mesophiles	448	120.4091977575937
GCF_032922765.1	3200504	Mesophiles	491	153.4133373993596
GCF_003970735.1	4351658	Mesophiles	236	54.2322029902166
GCF_034043435.1	2708221	Mesophiles	362	133.66708256083976
GCF_011801455.1	5108924	Mesophiles	912	178.51116986668816
GCF_001294625.1	4046453	Mesophiles	315	77.84595545777994
GCA_007163885.2	3619799	Mesophiles	369	101.93936182644396
GCF_000013605.1	4969784	Mesophiles	269	54.127100896135524
GCF_024134525.1	5615106	Mesophiles	672	119.67717083168154
GCF_002005145.1	3240180	Thermophiles	333	102.77206821843231
GCF_002407485.1	4174222	Mesophiles	553	132.4797770698348
GCF_032680905.1	4761538	Mesophiles	319	66.99515996722067
GCF_000755985.1	7313673	Mesophiles	1190	162.70894255184774
GCF_033107565.1	3099144	Mesophiles	199	64.21127898542308
GCA_036967185.1	6603930	Mesophiles	659	99.78906499614624
GCF_000018785.1	1496992	Mesophiles	252	168.3375729462816
GCF_018779945.3	5798677	Mesophiles	1597	275.40764902063006
GCF_021655055.1	5887165	Mesophiles	1543	262.0955927003914
GCF_001956985.1	7651896	Mesophiles	448	58.54758088714222
GCF_003312875.1	9121443	Mesophiles	964	105.68503251075515
GCF_021560015.1	4782877	Psychrophiles	741	154.92767219395355
GCF_023101145.1	7601165	Mesophiles	477	62.753538437857884
GCF_030123125.1	3797173	Mesophiles	616	162.2259507270277
GCF_000934565.1	6143950	Mesophiles	457	74.38211573987418
GCF_900636255.1	2430678	Mesophiles	281	115.60560469136595
GCA_016859455.1	2488936	Mesophiles	276	110.89075813922094
GCF_017639895.1	6248475	Mesophiles	600	96.02342971685091
GCF_025142795.1	4139108	Mesophiles	299	72.23778649892682
GCF_024347275.1	3880036	Mesophiles	413	106.44231135999769
GCF_000981765.1	2495242	Mesophiles	258	103.39678476075667
GCF_014679145.1	3808577	Thermophiles	361	94.7860578898628
GCF_030296975.1	6057347	Mesophiles	622	102.68521846280228
GCF_003013295.1	1029845	Mesophiles	557	540.8580902951416
GCF_003667885.1	3958372	Mesophiles	665	167.9983589212939
GCF_000024605.1	2157067	Thermophiles	159	73.71120136741233
GCF_001636295.1	3826972	Mesophiles	676	176.6409579165983
GCF_000092925.1	4765023	Mesophiles	527	110.59757738839876
GCA_000299995.1	4480507	Mesophiles	487	108.6930563884846
GCA_004116995.1	2843874	Thermophiles	406	142.76300567465367
GCA_024758885.1	7238377	Mesophiles	423	58.43851460071781
GCF_024585045.1	4106342	Mesophiles	731	178.0173205251779
GCF_020524355.2	4786507	Mesophiles	807	168.59893864147696
GCF_014961985.1	4223820	Mesophiles	756	178.9848999247127
GCF_016834455.1	4237767	Mesophiles	674	159.04602589052206
GCF_029392915.1	3524770	Mesophiles	832	236.04377023181655
GCF_900233005.1	5725871	Psychrophiles	789	137.79562969546467
GCA_036492635.1	6171275	Mesophiles	565	91.55320415959424
GCA_963678405.1	2647273	Mesophiles	295	111.43542808014134
GCF_029025005.1	4666237	Mesophiles	883	189.23170854802274
GCF_004006495.1	5466652	Mesophiles	1492	272.92756151296993
GCF_002250925.2	4317210	Mesophiles	946	219.12299841795974
GCF_900635765.1	4430306	Mesophiles	730	164.77417135520662
GCF_003146635.1	6143631	Mesophiles	743	120.93825296473698
GCF_028541405.1	3601369	Mesophiles	669	185.7626919096599
GCF_024029915.1	1422963	Mesophiles	226	158.82352527788845
GCF_015689475.1	11639536	Mesophiles	1439	123.63035777371194
GCF_000968055.1	1554229	Mesophiles	142	91.3636278823777
GCF_029580675.1	3056597	Mesophiles	716	234.24743268412553
GCF_000734015.1	1764045	Thermophiles	134	75.96178102032545
GCF_007475525.1	2202032	Thermophiles	94	42.687844681639504
GCF_000277125.1	5402402	Mesophiles	325	60.15842582614178
GCF_013402795.1	3910334	Mesophiles	298	76.20832389253705
GCF_026016665.1	5671996	Mesophiles	666	117.41898266500893
GCF_015377145.2	4934136	Mesophiles	430	87.14798294980115
GCF_029393075.1	3494124	Mesophiles	846	242.12077190162685
GCF_020138735.1	3314225	Mesophiles	774	233.53876094712942
GCF_022846335.1	2314654	Thermophiles	273	117.94419381903299
GCF_020215645.1	12066052	Mesophiles	1058	87.6840245674393
GCF_032681245.1	4217417	Mesophiles	747	177.1226321703545
GCA_036884295.1	2564037	Mesophiles	268	104.52267264473953
GCF_023277505.1	6519048	Mesophiles	790	121.18333842610149
GCF_002025625.1	5467370	Mesophiles	575	105.16939588869968
GCF_002208685.2	2697877	Mesophiles	295	109.34523701414112
GCF_009914155.1	4089165	Mesophiles	728	178.03145629975802
GCF_905310975.2	4342529	Mesophiles	754	173.63154051475533
GCF_002993285.1	4006485	Mesophiles	352	87.85756092934331
GCF_003315775.1	2877851	Mesophiles	241	83.74304298589469
GCF_021283365.2	6244081	Mesophiles	653	104.57904053454784
GCF_002355335.1	4586237	Mesophiles	368	80.24007481514802
GCF_000252445.1	4406036	Mesophiles	354	80.34432764507598
GCF_006363875.1	5414624	Mesophiles	392	72.39653205836638
GCF_003612855.1	3100123	Mesophiles	386	124.51118874960768
GCF_018128145.1	3261788	Mesophiles	245	75.11217773809948
GCF_000178395.2	3993793	Thermophiles	511	127.94854415339002
GCA_000328745.1	7585470	Mesophiles	762	100.45521239949535
GCA_036884305.1	2522850	Mesophiles	304	120.49864240838734
GCF_000144695.1	2469596	Mesophiles	342	138.48418931679512
GCF_002234535.1	6606717	Mesophiles	767	116.09396921345352
GCA_037094765.1	3775200	Mesophiles	622	164.75948294130112
GCF_008244765.1	3786744	Mesophiles	633	167.1620790843004
GCF_928371855.1	5764497	Mesophiles	690	119.69821477919062
GCF_018741285.1	5855289	Mesophiles	1589	271.3785775561206
GCF_000724485.1	3425208	Thermophiles	368	107.43873072817767
GCF_000782835.1	4079669	Mesophiles	756	185.30915130614764
GCF_004564355.1	3828279	Mesophiles	375	97.95524307397659
GCA_003722315.1	2911280	Thermophiles	352	120.90901596548598
GCA_037094715.1	5608759	Mesophiles	484	86.29359899400205
GCF_000306785.1	5575517	Mesophiles	755	135.41345134451208
GCA_902509505.1	2581001	Mesophiles	273	105.77291523715024
GCF_029691935.1	2494103	Mesophiles	255	102.241166463454
GCF_002888715.1	4166832	Mesophiles	267	64.07745740649011
GCF_012689545.1	3373772	Mesophiles	252	74.69384416018629
GCF_002056795.1	7959595	Mesophiles	524	65.83249524630337
GCA_013403585.1	7159252	Mesophiles	553	77.24270636094386
GCF_030060535.1	4339370	Mesophiles	527	121.44620071577211
GCF_001445575.1	4333648	Mesophiles	402	92.76249478499408
GCF_002251045.2	4389357	Mesophiles	981	223.49514974516768
GCF_025558265.1	2751027	Mesophiles	220	79.97013478966218
GCF_001721645.1	6581659	Mesophiles	563	85.54074284310384
GCA_963676145.1	5915718	Mesophiles	502	84.85867649539752
GCF_014397415.1	3966848	Mesophiles	477	120.24660385273144
GCF_021655135.1	5886728	Mesophiles	1566	266.02214337064663
GCF_000202835.1	4214744	Mesophiles	370	87.78706369829342
GCF_032147125.1	2661318	Mesophiles	345	129.63501543220315
GCF_024734275.1	5390123	Mesophiles	661	122.63170988862406
GCA_001889385.1	4117900	Mesophiles	566	137.44869957988294
GCF_002285495.1	2869927	Thermophiles	686	239.03047011300288
GCF_000190595.1	3765936	Mesophiles	547	145.2494147537292
GCF_019704355.1	4207047	Mesophiles	745	177.0838310102074
GCF_007855915.1	3595045	Thermophiles	367	102.0849530395308
GCF_029026745.1	2884728	Thermophiles	392	135.88802826470987
GCF_001678945.1	4061725	Mesophiles	317	78.04565794089949
GCF_029677725.1	1018092	Mesophiles	236	231.80616290079874
GCF_019704415.1	4192790	Mesophiles	744	177.44747530880392
GCF_029536995.1	5697950	Mesophiles	1471	258.16302354355514
GCF_003938225.2	4284032	Mesophiles	427	99.67245809555111
GCF_025426155.1	4030869	Mesophiles	740	183.58324222394725
GCA_902509495.1	2541041	Mesophiles	274	107.82982250188013
GCA_020080105.1	4326188	Mesophiles	627	144.9312882380516
GCF_905311435.2	4261356	Mesophiles	748	175.53098121818502
GCA_002893805.1	4200488	Mesophiles	719	171.1705877983701
GCF_905311425.2	4090679	Mesophiles	723	176.7432741605978
GCF_025558225.1	2706928	Mesophiles	204	75.36218177949321
GCF_030505695.1	3989759	Mesophiles	592	148.37988961238008
GCF_000183135.1	3685504	Mesophiles	334	90.62532559997221
GCA_030011535.1	2785679	Mesophiles	183	65.69313980541189
GCF_026970855.1	3891304	Mesophiles	593	152.39107507406257
GCF_018289375.1	5069972	Mesophiles	308	60.74984240544129
GCF_028607085.1	4310851	Mesophiles	384	89.07753944638773
GCA_036322705.1	3142398	Mesophiles	248	78.92062049428493
GCF_024508135.1	4669308	Mesophiles	461	98.72983320012301
GCF_003020845.1	5361178	Mesophiles	1450	270.4629467628197
GCF_004295585.1	7059027	Mesophiles	410	58.08165912950893
GCF_001885235.1	1938636	Mesophiles	61	31.465422080266745
GCF_000477035.2	4560540	Mesophiles	569	124.76592684199679
GCF_009938205.1	4855939	Mesophiles	769	158.36278009258353
GCF_027577885.1	6367456	Mesophiles	659	103.49502218782509
GCF_023159405.1	5820904	Mesophiles	1615	277.448313870148
GCF_018741525.1	6085297	Mesophiles	1658	272.4599966115047
GCF_021655035.1	5736485	Mesophiles	1505	262.3557805868925
GCF_000755885.1	5630231	Mesophiles	1150	204.25449684036056
GCF_028226775.1	6928364	Mesophiles	516	74.47645649102732
GCF_028609805.1	2237865	Mesophiles	123	54.963100991346664
GCF_019670485.1	5263018	Mesophiles	804	152.76406046872725
GCF_002993945.1	4464381	Mesophiles	691	154.78069636081688
GCF_030062055.1	4652190	Mesophiles	365	78.45767262300122
GCF_023824115.1	5562708	Mesophiles	1474	264.97885562211786
GCF_020162115.1	2915587	Thermophiles	196	67.22488473161665
GCF_016756115.1	5850003	Mesophiles	354	60.51278948062078
GCF_003096155.1	2811909	Mesophiles	257	91.39698333054163
GCF_000178955.2	6237577	Mesophiles	594	95.22928534589633
GCF_000154765.2	4227134	Mesophiles	313	74.04544071704375
GCA_020099315.1	5093523	Mesophiles	484	95.02263953652512
GCF_000258245.1	2311212	Thermophiles	262	113.3604359963517
GCF_029854215.1	4228891	Mesophiles	353	83.47342128231728
GCF_028463925.1	4110203	Mesophiles	712	173.22745372917103
GCF_025561465.1	2682239	Mesophiles	233	86.86772506104042
GCF_002310855.1	4544962	Mesophiles	683	150.27628393812753
GCA_004117035.1	2469323	Mesophiles	300	121.49078917581863
GCF_026802115.1	6368518	Mesophiles	666	104.57692040754223
GCF_034479065.1	3766259	Mesophiles	547	145.23695794686452
GCF_022964935.1	4293127	Mesophiles	533	124.15192935126308
GCA_028541165.1	2822696	Mesophiles	525	185.99239875636624
GCF_003515105.1	4733916	Mesophiles	654	138.15200776693123
GCF_024748715.1	6056657	Mesophiles	500	82.55379163786228
GCF_030122945.1	3788886	Mesophiles	626	165.2200673232185
GCF_000209795.2	4111218	Mesophiles	721	175.37381865909325
GCF_015643545.1	5147837	Mesophiles	1288	250.202172291003
GCF_004367585.1	3972524	Psychrophiles	706	177.72076392741744
GCF_002240155.1	5938632	Mesophiles	359	60.45163263189233
GCF_030863625.1	3908079	Mesophiles	715	182.95433638879868
GCF_029633805.1	8863406	Mesophiles	1031	116.32097187018174
GCF_000011245.1	3630528	Mesophiles	388	106.87150739506761
GCF_008087665.1	6570840	Mesophiles	162	24.65438208813485
GCF_003610955.1	4214174	Mesophiles	753	178.68270270757685
GCF_030067875.1	5364591	Mesophiles	1460	272.1549508620508
GCF_014298115.1	4004302	Mesophiles	721	180.05634939622436
GCA_028540425.1	3101274	Mesophiles	578	186.37501878260355
GCF_025139835.1	4550682	Mesophiles	500	109.87364091799867
GCA_037044555.1	3854867	Mesophiles	328	85.08724166099634
GCF_021497985.1	2474749	Mesophiles	281	113.5468687935625
GCF_000009045.1	4215606	Mesophiles	740	175.53822629534164
GCF_003325735.1	2535366	Mesophiles	271	106.88792071834993
GCF_004101425.1	4136114	Mesophiles	734	177.46125953008064
GCF_000959365.1	7135022	Mesophiles	1187	166.36248633851443
GCF_018394335.1	4127406	Mesophiles	415	100.54741404165232
GCF_003020045.1	3009515	Mesophiles	369	122.61111840279912
GCF_017355005.1	2398463	Mesophiles	299	124.66316970493186
GCF_016903575.1	2448657	Mesophiles	268	109.44775033824664
GCF_029536775.1	4113758	Mesophiles	731	177.69640314281978
GCF_002346065.1	5663182	Mesophiles	1156	204.12552519060839
GCF_020911725.1	3625784	Mesophiles	584	161.06861302272833
GCF_023373505.1	2732108	Mesophiles	300	109.80532248359142
GCA_000010565.1	3025375	Thermophiles	215	71.06557038383671
GCF_030408455.1	2809195	Mesophiles	156	55.53192284622463
GCF_022558965.1	4422440	Mesophiles	389	87.96049239786181
GCF_028472205.1	2182439	Thermophiles	207	94.84801178864564
GCF_002504165.1	3956796	Mesophiles	234	59.13875772215702
GCF_002762335.1	1548794	Mesophiles	364	235.02157162282396
GCF_021654975.1	5689801	Mesophiles	1481	260.2902983777464
GCF_002157205.1	3667185	Mesophiles	502	136.8897396777092
GCF_020544465.1	5334040	Mesophiles	723	135.54454034840384
GCF_003966975.1	3519887	Mesophiles	394	111.93541156292801
GCF_002291405.1	7137898	Mesophiles	482	67.52688256402655
GCF_001579785.1	4070811	Mesophiles	1090	267.75991319665786
GCF_006542275.1	5619468	Mesophiles	738	131.329157849106
GCF_024380035.1	3825696	Mesophiles	643	168.07399228793923
GCF_024706255.1	4050098	Mesophiles	708	174.81058483029298
GCF_029691685.1	2539170	Mesophiles	255	100.42651732652796
GCF_033037675.1	5687591	Mesophiles	674	118.50359844791934
GCF_006742065.1	4705096	Mesophiles	950	201.9087389502786
GCF_022370975.1	4264477	Mesophiles	735	172.35407765125711
GCF_002891925.1	4374969	Mesophiles	284	64.91474568162654
GCF_903815225.1	6126880	Mesophiles	624	101.84629044472881
GCF_027594445.1	3776401	Mesophiles	608	160.99985144586074
GCF_029691745.1	2515784	Mesophiles	259	102.95001478664305
GCF_001687605.2	3261818	Mesophiles	595	182.41361105984453
GCF_018736045.1	7433553	Mesophiles	816	109.77254080249378
GCF_001678905.1	2392314	Mesophiles	145	60.61077266612995
GCA_037055335.1	5022908	Mesophiles	504	100.34028096871374
GCF_000018945.1	1884562	Hyperthermophiles	102	54.123982124228334
GCF_002025725.1	5445269	Mesophiles	823	151.14037525051563
GCF_021560675.1	3959116	Mesophiles	594	150.03349232505437
GCF_000876545.1	3624641	Thermophiles	545	150.3597183831447
GCA_030291175.1	3873131	Mesophiles	787	203.19477962403028
GCF_002219265.1	6379602	Mesophiles	375	58.78109637560462
GCF_022809775.1	3609901	Mesophiles	442	122.44103093131918
GCF_000175295.2	2344824	Thermophiles	283	120.69136105737573
GCF_034554595.1	6922195	Mesophiles	683	98.66812477833982
GCF_022453545.1	4233040	Mesophiles	752	177.65010488915766
GCF_004785625.2	3519247	Mesophiles	591	167.9336517158358
GCF_013284455.2	5739795	Mesophiles	1548	269.6960431513669
GCF_035666115.1	4903194	Mesophiles	1326	270.435964801719
GCF_020735705.1	3113335	Mesophiles	195	62.63379944657417
GCA_000445445.2	5433971	Mesophiles	690	126.97896253034843
GCF_019329605.1	2732704	Mesophiles	279	102.096677869246
GCF_000023325.1	2302126	Thermophiles	205	89.04812334337912
GCF_019329425.1	2781629	Mesophiles	279	100.30093876645664
GCF_000213255.1	3135972	Thermophiles	265	84.5033055142074
GCF_000959465.1	5686446	Mesophiles	1160	203.99384782692036
GCA_014169135.1	5607538	Mesophiles	673	120.01701994707838
GCA_029690005.1	5808028	Mesophiles	667	114.84104415474582
GCF_000757795.1	6286629	Mesophiles	612	97.34946980329204
GCF_025449235.1	4085561	Mesophiles	724	177.2094456550765
GCF_002892065.1	4777546	Mesophiles	328	68.65449333193233
GCF_029215875.1	6944081	Mesophiles	658	94.7569592002167
GCA_016811155.4	5002742	Mesophiles	240	47.97369122773071
GCF_000011905.1	1469720	Mesophiles	105	71.44217946275481
GCF_002887615.1	5989523	Mesophiles	976	162.95120663198054
GCF_029339095.1	3604092	Thermophiles	472	130.9622506861645
GCF_014395645.1	3239226	Mesophiles	422	130.27803555540737
GCF_003097555.1	2892868	Mesophiles	356	123.0612665354935
GCF_020735645.1	2333188	Mesophiles	485	207.87009019418923
GCF_008932225.1	3229668	Mesophiles	135	41.7999621013677
GCF_018802605.1	4069732	Mesophiles	354	86.9836146458784
GCF_025143405.1	4182712	Mesophiles	293	70.05024491286993
GCF_028622115.1	10411187	Mesophiles	1414	135.81544544344464
GCF_009831665.3	3210166	Mesophiles	273	85.04233114424612
GCF_002346025.1	5592049	Mesophiles	1152	206.0067785529061
GCF_901482605.1	2740791	Mesophiles	568	207.23944291994536
GCF_002216855.1	2593992	Mesophiles	346	133.38514536667807
GCF_002117105.1	4472079	Psychrophiles	275	61.49265252246215
GCF_004563755.2	3867833	Mesophiles	617	159.52084797870023
GCF_020099295.1	4067407	Mesophiles	911	223.9756188647952
GCF_009662275.1	4166516	Mesophiles	744	178.5664569630838
GCF_002157125.1	4704737	Mesophiles	368	78.2190375359983
GCA_020424365.1	1795008	Mesophiles	195	108.63461332762863
GCA_000818095.1	4119509	Mesophiles	640	155.35832061539372
GCA_016855685.1	2550181	Mesophiles	262	102.73780566947993
GCF_000013885.1	5011522	Mesophiles	459	91.58894244103887
GCA_028541365.1	3323722	Mesophiles	624	187.74133336061197
GCF_004119835.1	4210895	Mesophiles	745	176.92200826665115
GCF_002202035.1	4147173	Mesophiles	739	178.19367554717394
GCF_001886775.1	4352205	Mesophiles	987	226.7815969146674
GCF_002863865.1	4914503	Mesophiles	252	51.27680255765436
GCF_013267275.1	6189625	Mesophiles	1677	270.93725387240744
GCF_010731755.1	4224047	Mesophiles	250	59.18494751597224
GCF_000183745.1	2439291	Thermophiles	416	170.54135812414344
GCF_001704095.1	4235115	Mesophiles	734	173.31288524632743
GCF_019670005.1	5199498	Mesophiles	391	75.19956734284733
GCA_009738575.1	6127422	Mesophiles	1649	269.1180728208372
GCF_029457595.1	2501976	Mesophiles	242	96.72354970631213
GCF_002741745.1	3765752	Mesophiles	623	165.43840380354308
GCF_009932935.2	2396096	Mesophiles	281	117.27409920136756
GCF_018638795.1	4986313	Mesophiles	590	118.3238998434314
GCF_021655155.1	5713467	Mesophiles	1547	270.76379368253987
GCF_002211765.1	2587498	Mesophiles	162	62.60874404540603
